"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@ChaseSupport I am aware, but have you heard of @clearxchange thru @bankofamerica? I want to know if it's safe.",FALSE,0,"ChaseSupport",2015-01-14 15:20:20,FALSE,"555376407795490816","555383925267529728","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yoelisaak",0,FALSE,FALSE,NA,NA
"@ChaseSupport this was a couple days ago, working now. Using Safari on MacBook.",FALSE,0,"ChaseSupport",2015-01-14 15:10:26,FALSE,"555380938600112130","555381431019397120","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DChaseMD",0,FALSE,FALSE,NA,NA
"@Chase @ChaseSupport thanks. Thats not my email address. That's the email address the email came from. Thanks!",FALSE,0,"VenaeDJ",2015-01-14 15:02:36,FALSE,"555363692498661376","555379460678369280","91483633","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VenaeDJ",0,FALSE,FALSE,NA,NA
"@ChaseSupport dear chase bank, after your corrupt bailout. I would not do business with you if you were the only bank on earth. waste paper.",FALSE,0,"ChaseSupport",2015-01-14 14:45:08,FALSE,NA,"555375065890430976","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anonoMAN42",0,FALSE,FALSE,NA,NA
"@ChaseSupport Tweeting away... The #chase #apps menu could use some tweaking. It still doesn't look like it fits in with the rest of the app",FALSE,0,"ChaseSupport",2015-01-14 14:32:32,FALSE,"555333760573800449","555371896074563586","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBoyColton",0,FALSE,FALSE,NA,NA
"@ChaseSupport I very much appreciate your help!",FALSE,0,"ChaseSupport",2015-01-14 14:28:55,FALSE,"554769679362056192","555370982907473920","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","awomanworks",0,FALSE,FALSE,NA,NA
"@ChaseSupport no wonder its a cluster mess and has taken 5 months with drunk driver hitting house 10 months ago. Keep up the good work.",FALSE,0,"kendallswrite",2015-01-14 14:23:46,FALSE,"555369441828286464","555369688465960960","712689691","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kendallswrite",0,FALSE,FALSE,NA,NA
"@ChaseSupport doesn't say who is charging me for a service fee? Or even what service im being charged for. I didnt purchase anything.",FALSE,0,"mfantauzzo1",2015-01-14 14:23:11,FALSE,"555368625826054144","555369541987868672","436698037","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mfantauzzo1",0,FALSE,FALSE,NA,NA
"@ChaseSupport who is handling my settlement file? Beth called, letter saying Eric, then Tracey in Corp support. Can't 1 person do this?",FALSE,0,"ChaseSupport",2015-01-14 14:22:47,FALSE,NA,"555369441828286464","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kendallswrite",0,FALSE,FALSE,NA,NA
"@ChaseSupport hey just got a notification saying my checking was -3 dollars. Went to check it said $25 was withdrawn for a service fee?",FALSE,0,"ChaseSupport",2015-01-14 14:19:33,FALSE,NA,"555368625826054144","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mfantauzzo1",0,FALSE,FALSE,NA,NA
"@ChaseSupport done",FALSE,0,"ChaseSupport",2015-01-14 14:07:50,FALSE,"555360185863389184","555365676966502401","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RaidenS3",0,FALSE,FALSE,"-73.61362716","45.53944463"
"@ChaseSupport Hello Chase, I am wondering if it is possible for me to have 2 checking accounts?",FALSE,0,"ChaseSupport",2015-01-14 13:57:00,FALSE,NA,"555362952774041600","274789264","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","nghiadinh94",0,FALSE,FALSE,NA,NA
"@ChaseSupport too many cooks stirring the pot over there fyi #needorganiation #restructurestaff",FALSE,0,"kendallswrite",2015-01-14 13:52:44,FALSE,"555361715815452672","555361877501673472","712689691","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kendallswrite",0,FALSE,FALSE,NA,NA
"@ChaseSupport beth was rude #customerservicetrainingneeded she talked over me and didn't let me write anything down 2 fast attitude invoice",FALSE,1,"ChaseSupport",2015-01-14 13:52:05,FALSE,NA,"555361715815452672","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kendallswrite",0,FALSE,FALSE,NA,NA
"RT @ChaseSupport: We're leaving for the night; since our team is located in the ""Buckeye State,"" we want to congratulate The Ohio State Buc…",FALSE,0,NA,2015-01-14 13:51:39,FALSE,NA,"555361605249413120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mrs_Grappin326",5,TRUE,FALSE,NA,NA
"@ChaseSupport why did i receive a call from a Beth asking for me to make up paperwork that doesn't exist? #frustratedtonoend #irate #pissed",FALSE,0,"ChaseSupport",2015-01-14 13:50:52,FALSE,NA,"555361406942720000","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kendallswrite",0,FALSE,FALSE,NA,NA
"@chasesupport: ?",FALSE,0,"ChaseSupport",2015-01-14 13:31:55,FALSE,NA,"555356638886903810","274789264","<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","loveit_g",0,FALSE,FALSE,NA,NA
"@chasesupport: i have certain questions regarding my account please advise!
Thanks",FALSE,0,"ChaseSupport",2015-01-14 13:27:23,FALSE,NA,"555355497369718785","274789264","<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","loveit_g",0,FALSE,FALSE,NA,NA
"@chasesupport hi",FALSE,0,"ChaseSupport",2015-01-14 13:21:15,FALSE,NA,"555353956336295936","274789264","<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","loveit_g",0,FALSE,FALSE,NA,NA
"@ChaseSupport I have replied.",FALSE,0,"ChaseSupport",2015-01-14 13:12:39,FALSE,"555351291472662529","555351791681163264","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joshua6391",0,FALSE,FALSE,NA,NA
"@ChaseSupport ok, I'll explain the joke like last time. Go BUCKS. Bucks=$. you're a bank. Bank have $. You're rooting for $.",FALSE,0,"ChaseSupport",2015-01-14 13:11:48,FALSE,"555341561748533248","555351575594827776","274789264","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Mostofsky",0,FALSE,FALSE,NA,NA
"@ChaseSupport I need help. Omg <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #ChaseToTheRescue",FALSE,0,"ChaseSupport",2015-01-14 12:25:44,FALSE,NA,"555339983499067392","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joshua6391",0,FALSE,FALSE,NA,NA
"RT @ChaseSupport: @jrobinson82 Never fear, the color blue will always hold a special place in our hearts. If we can offer our assistance, p…",FALSE,0,NA,2015-01-14 12:12:23,FALSE,NA,"555336625618976769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jrobinson82",1,TRUE,FALSE,NA,NA
"Facts right just handle the $$ keep it movin!! RT @datassholemeeka: Why they tryna be homies? @ItsQuietForYou @ChaseSupport",FALSE,0,NA,2015-01-14 12:10:19,FALSE,NA,"555336104250204161",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ItsQuietForYou",0,FALSE,FALSE,NA,NA
"Why they tryna be homies? @ItsQuietForYou @ChaseSupport",FALSE,0,"ItsQuietForYou",2015-01-14 12:09:42,FALSE,"555335056328499200","555335949131841536","80233606","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","datassholemeeka",0,FALSE,FALSE,NA,NA
"YALL GOTTA CATCH THIS 7am FADE @ChaseSupport",FALSE,1,NA,2015-01-14 12:06:09,FALSE,NA,"555335056328499200",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ItsQuietForYou",0,FALSE,FALSE,NA,NA
"NA FAM RT @ChaseSupport: It’s a great morning to cozy up to a nice hot chocolate and tweet us. ... http://t.co/8nNslFKNII",FALSE,0,NA,2015-01-14 12:05:55,FALSE,NA,"555334995037147137",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ItsQuietForYou",0,FALSE,FALSE,NA,NA
"@ChaseSupport Hi There, first of all thanks for the great support. The chase app must be equipped with finger print and enhanced to full UI",FALSE,0,"ChaseSupport",2015-01-14 09:09:12,FALSE,NA,"555290526509826048","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adaloul",0,FALSE,FALSE,NA,NA
"@ChaseSupport it says: foreign check are not usable with quick deposit :(",FALSE,0,"ChaseSupport",2015-01-14 04:49:44,FALSE,"554714185649913856","555225228297908225","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RaidenS3",0,FALSE,FALSE,NA,NA
"@ChaseSupport It's been a week and I have not gotten my card. Cannot believe it's taking that long.",FALSE,0,"ChaseSupport",2015-01-14 04:34:40,FALSE,NA,"555221434817986561","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TXSweetheart12",0,FALSE,FALSE,NA,NA
". @ChaseSupport any plans to have TouchId for the Chase mobile iPhone app?",FALSE,0,NA,2015-01-14 04:24:23,FALSE,NA,"555218848748544000",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","adamtaufique",0,FALSE,FALSE,NA,NA
"@ChaseSupport I'll try tomorrow",FALSE,0,"ChaseSupport",2015-01-14 04:23:36,FALSE,"555082104284119041","555218652371619840","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AkiSolomos",0,FALSE,FALSE,NA,NA
"Feeling good about @ChaseSupport",FALSE,0,NA,2015-01-14 04:03:03,FALSE,NA,"555213480979333120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Calilll4eva",0,FALSE,FALSE,"-97.0577686","32.6906716"
"@ChaseSupport where can i change my currency of Canadian dollars to US dollars?",FALSE,0,"ChaseSupport",2015-01-14 03:03:05,FALSE,NA,"555198389819019265","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ralbano10",0,FALSE,FALSE,NA,NA
"RT @ChaseSupport: We're leaving for the night; since our team is located in the ""Buckeye State,"" we want to congratulate The Ohio State Buc…",FALSE,0,NA,2015-01-14 02:53:52,FALSE,NA,"555196066958966784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palindrome888",5,TRUE,FALSE,NA,NA
"@ChaseSupport really, a bank using hashtag #gobucks? How original!",FALSE,0,"ChaseSupport",2015-01-14 02:14:37,FALSE,"555182745228681216","555186191960915970","274789264","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Mostofsky",0,FALSE,FALSE,NA,NA
"I want to see if Chase really value their customers @Chase @ChaseSupport",FALSE,0,NA,2015-01-14 02:11:32,FALSE,NA,"555185415813361664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","jurigehuzyhi",0,FALSE,FALSE,NA,NA
"Might quit @Chase. #goblue “@ChaseSupport:our team is in the ""Buckeye State,"" we want to congratulate The Ohio State Buckeyes! #GoBucks ^MM”",FALSE,1,"ChaseSupport",2015-01-14 02:10:09,FALSE,"555182745228681216","555185068214587394","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jrobinson82",0,FALSE,FALSE,NA,NA
"@ChaseSupport #GoBucks yourself",FALSE,0,"ChaseSupport",2015-01-14 02:02:30,FALSE,"555182745228681216","555183141636165632","274789264","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EdLolington",0,FALSE,FALSE,NA,NA
"RT @ChaseSupport: We're leaving for the night; since our team is located in the ""Buckeye State,"" we want to congratulate The Ohio State Buc…",FALSE,0,NA,2015-01-14 02:01:41,FALSE,NA,"555182937185222657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mm0rris15",5,TRUE,FALSE,NA,NA
"@ChaseSupport Thank you very much. Tonya had been a pleasure to speak with",FALSE,0,"ChaseSupport",2015-01-14 01:50:12,FALSE,"555160525777412098","555180047410421762","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Calilll4eva",0,FALSE,FALSE,NA,NA
"@ChaseSupport can't say 140 char are enough to exp months of issues that I keep having to call chase about #dobetter #usecreditunions",FALSE,0,"ChaseSupport",2015-01-14 01:12:14,FALSE,"555108929324474368","555170493532094466","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RowdyJedi",0,FALSE,FALSE,NA,NA
"@ChaseSupport can a create a new savings account online? Or must I go to a bank?",FALSE,0,"ChaseSupport",2015-01-14 01:06:16,FALSE,NA,"555168989316648960","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NickStGermain",0,FALSE,FALSE,NA,NA
"@ChaseSupport i have 3 overdraft fees due to a misunderstanding with the company i worl for",FALSE,0,"ChaseSupport",2015-01-14 00:57:35,FALSE,"555128530392993792","555166804570804224","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosa15ea",0,FALSE,FALSE,NA,NA
"@ChaseSupport you guys banking system sucks",FALSE,0,"ChaseSupport",2015-01-14 00:52:41,FALSE,NA,"555165573303517184","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kid_Adidas",0,FALSE,FALSE,NA,NA
"Thanks to @ChaseSupport for being on top of fraudulent activity!  And <ed><U+00A0><U+00BD><ed><U+00B1><U+008E> to the people who made a copy of my card and tried to use it <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,0,NA,2015-01-14 00:46:23,FALSE,NA,"555163984522129408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamieJask",0,FALSE,FALSE,NA,NA
"@ChaseSupport ok thanks! What are documents needed in order to open the account?",FALSE,0,"ChaseSupport",2015-01-14 00:18:45,FALSE,"555156455092129792","555157033834782721","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gonzalezignacio",0,FALSE,FALSE,NA,NA
"@ChaseSupport wow!!!!! How nice! Much nicer than @FifthThird !!!",FALSE,0,"ChaseSupport",2015-01-14 00:17:11,FALSE,"555156229023354880","555156636659380224","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottNspicychkn",0,FALSE,FALSE,NA,NA
"@chase @chasesupport Email about activity on my card, Chase  doesn't support two factor authentication.  Get this. http://t.co/KHfecqKCR6",FALSE,0,"Chase",2015-01-14 00:01:08,FALSE,NA,"555152600245338112","274673392","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","headexplosion",0,FALSE,FALSE,"0","0"
"@ChaseSupport yes. There please. What should i have with me? Btw im not american",FALSE,0,"ChaseSupport",2015-01-13 23:58:22,FALSE,"555141105440681987","555151904742064128","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gonzalezignacio",0,FALSE,FALSE,NA,NA
"@ChaseSupport Thank you for your help. Situation resolved!",FALSE,0,"ChaseSupport",2015-01-13 23:52:30,FALSE,"555093548107063296","555150428149915649","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","windsongpoetry",0,FALSE,FALSE,NA,NA
"@ChaseSupport Ah, well! I can work around that. :) Thanks for your fast response! Happy to be a customer!",FALSE,0,"ChaseSupport",2015-01-13 23:08:54,FALSE,"555138476132560897","555139452230569984","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_AuroraAri",0,FALSE,FALSE,NA,NA
"@ChaseSupport any suggestions for getting responses on equator?",FALSE,0,"ChaseSupport",2015-01-13 22:54:53,FALSE,"555134448165851136","555135924598607872","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnadoesphotos",0,FALSE,FALSE,NA,NA
"@ChaseSupport Thank you! It was a different number. I just resent everything now :)",FALSE,0,"ChaseSupport",2015-01-13 22:54:41,FALSE,"555134448165851136","555135878373208065","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnadoesphotos",0,FALSE,FALSE,NA,NA
"@ChaseSupport @Chase ok sounds good.",FALSE,0,"jjhall18",2015-01-13 22:51:55,FALSE,"555105184956035072","555135179832840193","2812874756","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjhall18",0,FALSE,FALSE,NA,NA
"@ChaseSupport yes, thank you!",FALSE,0,"ChaseSupport",2015-01-13 22:49:29,FALSE,"555133325954662401","555134568466894849","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stacieriotchele",0,FALSE,FALSE,NA,NA
"RT @ChaseSupport: @donnadoesphotos Hello, you can fax the documents to 866-220-4130. Please let me know if this is the number you've attemp…",FALSE,0,NA,2015-01-13 22:49:26,FALSE,NA,"555134557054185473",NA,"<a href=""http://google.com"" rel=""nofollow"">LittleBigBoyMan's App</a>","RIPmyfeelings",1,TRUE,FALSE,NA,NA
".@ChaseSmallBiz .@ChaseSupport: When will you be announcing &amp; contacting #Grant winners? #cantwait #hopeyoucallKinesis",FALSE,1,NA,2015-01-13 22:45:44,FALSE,NA,"555133623708303360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KinesisLiving",0,FALSE,FALSE,NA,NA
"@chasesupport can you give me the best fax or email for the short sale department? I have faxed docs for days and they won't go through.",FALSE,0,"ChaseSupport",2015-01-13 22:35:12,FALSE,NA,"555130974275530753","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnadoesphotos",0,FALSE,FALSE,NA,NA
"@ChaseSupport Thanks for elevating it through the appropriate channels. Received a personal telephone call today and appreciated that.",FALSE,0,"ChaseSupport",2015-01-13 22:22:45,FALSE,"554757100581425152","555127839570161665","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","raymondpirouz",0,FALSE,FALSE,NA,NA
"@ChaseSupport I have a suspicious charge of .89¢ on my card. Can you help please?",FALSE,0,"ChaseSupport",2015-01-13 22:21:58,FALSE,NA,"555127641645142016","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stacieriotchele",0,FALSE,FALSE,NA,NA
"@ChaseSupport hi. Please let me know if i can oppen a bank account saturdays at miami brickell. What are the requirments? Thanks!",FALSE,0,"ChaseSupport",2015-01-13 22:20:15,FALSE,NA,"555127209632235520","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gonzalezignacio",0,FALSE,FALSE,NA,NA
"@ChaseSupport I have a question about quick pay. Can a representative call me",FALSE,0,"ChaseSupport",2015-01-13 22:10:38,FALSE,NA,"555124788725706753","274789264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mollyythomas",0,FALSE,FALSE,NA,NA
"@ChaseSupport i have a few questions .. #helpme",FALSE,0,"ChaseSupport",2015-01-13 22:08:06,FALSE,NA,"555124152298766337","274789264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosa15ea",0,FALSE,FALSE,NA,NA
"@ChaseSupport I’d like to open a bank account with you. Can I just drop in any offices? I’m with Citibank now, do you take care of the move?",FALSE,0,"ChaseSupport",2015-01-13 22:01:36,FALSE,NA,"555122515929206784","274789264","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","joakimjansson",0,FALSE,FALSE,"0","0"
"@ChaseSupport Hi! If i add an authorized user, do I get separate reporting / statements for the other card?",FALSE,0,"ChaseSupport",2015-01-13 21:58:49,FALSE,NA,"555121818839695361","274789264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_AuroraAri",0,FALSE,FALSE,NA,NA
